LastName;FirstName;University;Faculty;Course;Group;Age;City
Ворнакова;Вида;Ставропольский государственный аграрный университет;Высшая школа культурной политики и управления в гуманитарной сфере (факультет);6;163;21;Ставрополь
Двужилова;Натаван;Алтайский государственный технический университет имени И.И. Ползунова;Филологический факультет;4;146;26;Барнаул
Гурькова;Турар;Национальный исследовательский ядерный университет ?МИФИ?;Факультет довузовской подготовки;2;923;26;Москва
Акжигитов;Абузар;Ставропольский государственный аграрный университет;Факультет лингвистики и межкультурной коммуникации;4;747;24;Ставрополь
Греднева;Филеорт;Санкт-Петербургский гос. электротехнический университет ?ЛЭТИ? имени В.И. Ульянова (Ленина);Высшая школа государственного аудита (факультет);6;663;26;Санкт-Петербург
Гасумян;Кароли;Московский педагогический государственный университет;Высшая школа современных социальных наук (факультет);1;111;22;Москва
Вчерашний;Алевтин;Московский педагогический государственный университет;Высшая школа управления и инноваций (факультет);3;937;23;Москва
Жерлова;Анэлина;Тюменский государственный медицинский университет Министерства здравоохранения РФ;Институт стран Азии и Африки;1;317;26;Тюмень
Гаруева;Дишуна;Казанский (Приволжский) федеральный университет;Международно-правовой факультет;6;662;19;Казань
Живнин;Тойчубай;Национальный исследовательский университет ?Московский институт электронной техники?;Факультет государственного управления;4;947;22;Москва
Дзядчик;Асхабгимал;Белгородский государственный технологический университет имени В.Г. Шухова;Mеханико?математический факультет;2;724;20;Белгород
Дороженко;Баса;Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова;Московская школа экономики (факультет);1;915;23;Новочеркасск
Бабенцов;Азармидохт;Национальный исследовательский Мордовский государственный университет имени Н.П. Огарёва;Факультет Международных экономических отношений;6;365;21;Саранск
Быкович;Глазун;Государственный университет ?Дубна?;Биотехнологический факультет;2;325;23;Дубна
Глейзер-Гуревич;Максимиан;Санкт-Петербургский политехнический университет Петра Великого;Институт стран Азии и Африки;1;512;24;Санкт-Петербург
Брижатюк;Лютер;Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова;Факультет психологии;5;554;26;Санкт-Петербург
Гадаршина;Лэдгер;Ставропольский государственный аграрный университет;Экономический факультет;4;543;19;Ставрополь
Булынкин;Анант;Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского;Высшая школа современных социальных наук (факультет);5;454;23;Саратов
Гемпель;Равен;Белгородский государственный технологический университет имени В.Г. Шухова;Факультет биоинженерии и биоинформатики;4;645;20;Белгород
Зиновкина;Ондро;Московский государственный институт международных отношений (университет) МИД РФ;Биологический факультет;4;246;19;Москва
Безбородая;Полишинель;Кубанский государственный технологический университет;Факультет Международных отношений;2;125;20;Краснодар
Дрожинов;Санта;Национальный исследовательский ядерный университет ?МИФИ?;Факультет фундаментальной физико?химической инженерии;4;243;23;Москва
Абильханова;Зубайжат;Пермский государственный национальный исследовательский университет;Факультет политологии;3;631;19;Пермь
Дравненкина;Абело;Самарский государственный университет;Географический факультет;5;452;20;Самара
Гудырина;Левандер;Московский авиационный институт (национальный исследовательский университет);Исторический факультет;2;424;23;Москва
Живелегова;Адапет;Южно-Уральский государственный университет (Национально исследовательский университет);Факультет Международного бизнеса и делового администрирования;1;717;26;Челябинск
Гогульский;Бэш;Московский педагогический государственный университет;Факультет журналистики;4;441;18;Москва
Гульянова;Кавита;Санкт-Петербургский государственный экономический университет;Факультет почвоведения;2;721;26;Санкт-Петербург
Ампер;Пат;Уральский государственный юридический университет;Химический факультет;3;936;22;Екатеринбург
Гуцков;Анкуран;Дальневосточный федеральный университет;Факультет иностранных языков и регионоведения;1;213;18;Владивосток
Варванин;Билал;Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова;Высшая школа государственного администрирования (факультет);4;943;25;Санкт-Петербург
Готзелих;Пэджетт;Нижегородский государственный технический университет имени Р.Е. Алексеева;Социологический факультет;3;234;22;Нижний Новгород
Бесидская;Далис;Московский педагогический государственный университет;Европейский учебный институт;3;332;21;Москва
Бедельбаев;Сильга;Курский государственный медицинский университет Министерства здравоохранения РФ;Юридический факультет;3;231;26;Курск
Заводный;Лимон;Санкт-Петербургский государственный экономический университет;Высшая школа современных социальных наук (факультет);6;866;23;Санкт-Петербург
Бормачева;Гэлбрэйт;Алтайский государственный технический университет имени И.И. Ползунова;Факультет наук о материалах;5;851;21;Барнаул
Анухина;Рений;Московский государственный юридический университет им. О. Е. Кутафина (МГЮА);Факультет довузовской подготовки;5;557;19;Москва
Вахитина;Долин;Московский педагогический государственный университет;Факультет Международных отношений;4;446;22;Москва
Бунжова;Евор;Московский государственный юридический университет им. О. Е. Кутафина (МГЮА);Факультет фундаментальной медицины;2;525;24;Москва
Епинатьев;Батима;Воронежский государственный университет;Факультет Международных экономических отношений;2;223;20;Воронеж
Залогов;Архангел;Уральский гос. горный университет;Высшая школа государственного аудита (факультет);3;832;24;Екатеринбург
Еналиева;Шалом;Российский государственный гуманитарный университет;Факультет лингвистики и межкультурной коммуникации;5;953;19;Москва
Глимбицкий;Фонтэйн;Ставропольский государственный аграрный университет;Высшая школа современных социальных наук (факультет);5;853;26;Ставрополь
Аарон;Азотий;Московский государственный университет им. М.В. Ломоносова;Высшая школа телевидения (факультет);1;815;18;Москва
Буляковский;Дустдар;Воронежский государственный медицинский университет имени Н.Н. Бурденко Министерства здравоохранения РФ;Европейский учебный институт;4;646;20;Воронеж
Батрашкина;Аренда;Московский государственный технический университет имени Н.Э. Баумана;Факультет фундаментальной медицины;6;266;21;Москва
Дамкина;Бетани;Омский государственный медицинский университет Министерства здравоохранения РФ;Исторический факультет;4;844;18;Омск
Буклеева;Ачхане;Российский государственный гуманитарный университет;Высшая школа телевидения (факультет);3;737;26;Москва
Борозенцова;Джэззелл;Московский государственный технический университет имени Н.Э. Баумана;Биологический факультет;4;742;21;Москва
Буркальцева;Аджей;Университет ИТМО;Факультет педагогического образования;6;565;18;Санкт-Петербург
Булгадарян;Цветанка;Российский химико-технологический университет им. Д. И. Менделеева;Биологический факультет;4;143;19;Москва
Арзомасова;Джералд;Санкт-Петербургский гос. электротехнический университет ?ЛЭТИ? имени В.И. Ульянова (Ленина);Экономический факультет;6;961;22;Санкт-Петербург
Бахтемов;Вини;Сибирский федеральный университет;Факультет почвоведения;2;226;25;Красноярск
Горбацевич;Афилия;Московский государственный технический университет гражданской авиации (МГТУ ГА);Факультет управления и политики;1;715;20;Москва
Арифулин;Сати;Ижевский государственный технический университет имени М.Т. Калашникова;Исторический факультет;2;826;24;Ижевск
Гравров;Або;Воронежский государственный архитектурно-строительный университет;Филологический факультет;5;154;19;Воронеж
Гайсин;Панасий;Государственный университет ?Дубна?;Школа бизнеса и международных компетенций;4;946;23;Дубна
Акинфова;Добретин;Алтайский государственный технический университет имени И.И. Ползунова;Исторический факультет;5;153;21;Барнаул
Авакянц;Зено;Санкт-Петербургский государственный университет;Факультет наук о материалах;6;363;20;Санкт-Петербург
Евлогиева;Алютина;Российский государственный педагогический университет имени А. И. Герцена;Факультет Международных отношений;4;543;19;Санкт-Петербург
Гоканова;Аклаш;Уральский гос. горный университет;Факультет управления и политики;3;736;26;Екатеринбург
Батютова;Джерин;Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики;Геологический факультет;1;512;24;Санкт-Петербург
Гельдебрандт;Ырсай;Финансовый университет при Правительстве РФ;Факультет психологии;4;347;24;Москва
Басик;Пуян;Национальный минерально-сырьевой университет ?Горный?;Факультет психологии;1;411;22;Санкт-Петербург
Глушкова;Турман;Российский национальный исследовательский медицинский университет им. Н. И. Пирогова;Факультет глобальных процессов;4;244;21;Москва
Башкуева;Джанна;Самарский государственный университет;Высшая школа перевода (факультет);3;735;21;Самара
Жашко;Огафья;Дальневосточный федеральный университет;Факультет почвоведения;6;462;20;Владивосток
Гнилицкий;Жасур;Нижегородский государственный университет имени Н.И. Лобачевского.;Институт стран Азии и Африки;5;757;24;Нижний Новгород
Добрыш;Йавар;Кубанский государственный технологический университет;Факультет космических исследований;3;232;23;Краснодар
Дынги;Ион;Национальный исследовательский Мордовский государственный университет имени Н.П. Огарёва;Социологический факультет;4;647;20;Саранск
Заллентинова;Урмиса;Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения РФ;Биотехнологический факультет;5;955;20;Москва
Авралев;Адья;Саратовский государственный технический университет имени Гагарина Ю.А.;Факультет прикладной экономики и коммерции;3;136;21;Саратов
Аверьяненко;Агрифена;Российский экономический университет имени Г.В. Плеханова;Факультет педагогического образования;1;112;24;Москва
Замалетдинова;Кароди;Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова;Факультет прикладной экономики и коммерции;4;143;25;Санкт-Петербург
Буренов;Зенослав;Томский государственный педагогический университет;Факультет вычислительной математики и кибернетики;2;124;20;Томск
Голенина;Чтибор;Ижевский государственный технический университет имени М.Т. Калашникова;Биологический факультет;2;126;23;Ижевск
Гляндерова;Вэйн;Российский государственный педагогический университет имени А. И. Герцена;Факультет мировой политики;4;347;25;Санкт-Петербург
Бесперцева;Карнетия;Воронежский государственный архитектурно-строительный университет;Факультет фундаментальной физико?химической инженерии;4;447;22;Воронеж
Брент;Чавела;Омский государственный технический университет;Факультет фундаментальной физико?химической инженерии;3;635;19;Омск
Арисмова;Балдан;Московский государственный технический университет гражданской авиации (МГТУ ГА);Факультет лингвистики и межкультурной коммуникации;4;441;21;Москва
Баштрыков;Варламий;Национальный исследовательский Мордовский государственный университет имени Н.П. Огарёва;Факультет фундаментальной физико?химической инженерии;3;633;23;Саранск
Брешев;Товат;Пермский государственный национальный исследовательский университет;Факультет лингвистики и межкультурной коммуникации;1;217;18;Пермь
Гарусев;Малдай;Рязанский государственный медицинский университет имени академика И.П. Павлова Министерства здравоохранения РФ;Факультет прикладной экономики и коммерции;1;217;19;Рязань
Бортяхова;Хабиб;Самарский государственный университет;Исторический факультет;1;511;21;Самара
Бахвалов;Христоф;Российский государственный педагогический университет имени А. И. Герцена;Высшая школа управления и инноваций (факультет);2;925;23;Санкт-Петербург
Гужа;Гелгена;Самарский государственный университет;Филологический факультет;1;212;24;Самара
Дрогомилова;Лаурета;Уральский государственный университет путей сообщения;Mеханико?математический факультет;6;165;23;Екатеринбург
Агеносова;Родмонга;Южный федеральный университет;Факультет финансовой экономики;4;646;18;Ростов-На-Дону
Арсухина;Альстон;Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики;Факультет государственного управления;1;516;18;Санкт-Петербург
Бернова;Хандан;Омский государственный медицинский университет Министерства здравоохранения РФ;Высшая школа культурной политики и управления в гуманитарной сфере (факультет);1;414;24;Омск
Володимиров;Симай;Тюменский государственный университет;Факультет почвоведения;1;411;19;Тюмень
Зинухин;Нансен;Московский педагогический государственный университет;Факультет педагогического образования;2;527;22;Москва
Валлиская;Асимтулла;Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова;Факультет Международной журналистики;1;816;19;Санкт-Петербург
Байдовская;Диокл;Российский национальный исследовательский медицинский университет им. Н. И. Пирогова;Высшая школа перевода (факультет);5;251;24;Москва
Голыпа;Гонюл;Российская академия народного хозяйства и государственной службы при Президенте РФ;Факультет фундаментальной медицины;4;141;23;Москва
Бодаева;Леондрас;Российский государственный гуманитарный университет;Факультет педагогического образования;2;121;26;Москва
Гардинский;Гузалия;Рязанский государственный медицинский университет имени академика И.П. Павлова Министерства здравоохранения РФ;Факультет государственного управления;4;541;20;Рязань
Голоушина;Енистимия;Московский государственный университет им. М.В. Ломоносова;Факультет лингвистики и межкультурной коммуникации;3;132;21;Москва
Еншикин;Алкама;Московский государственный технологический университет ?СТАНКИН?;Факультет искусств;3;635;18;Москва
Аксютова;Илах;Московский физико-технический институт (государственный университет);Факультет вычислительной математики и кибернетики;3;435;23;Москва
Бежицкая;Айзирек;Волгоградский государственный технический университет;Факультет лингвистики и межкультурной коммуникации;2;621;20;Волгоград
Ашивкина;Галлий;Московский государственный институт международных отношений (университет) МИД РФ;Институт международных отношений и управления (School of Government and International Affairs);5;755;25;Москва
Звезденков;Донахью;Воронежский государственный университет;Высшая школа управления и инноваций (факультет);1;417;18;Воронеж
Аброчнов;Бухро;Московский государственный технологический университет ?СТАНКИН?;Факультет фундаментальной физико?химической инженерии;4;943;22;Москва
Екешин;Красномир;Уральский гос. горный университет;Факультет наук о материалах;1;417;19;Екатеринбург
Авзурагов;Сеитусман;Самарский государственный университет;Факультет космических исследований;6;361;22;Самара
Бутлицкая-Туманова;Сарвил;Уральский государственный юридический университет;Философский факультет;4;542;19;Екатеринбург
Дрыбцова;Ивангелина;Уфимский государственный нефтяной технический университет;Европейский учебный институт;5;452;20;Уфа
Будорачин;Софрона;Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова;Факультет довузовской подготовки;2;322;19;Новочеркасск
Зильберфайн;Обид;Пермский государственный национальный исследовательский университет;Высшая школа телевидения (факультет);1;117;24;Пермь
Бессарабенко;Алжире;Казанский национальный исследовательский технический университет имени А.Н. Туполева-КАИ;Физический факультет;3;834;19;Казань
Безделева;Дементия;Южно-Уральский государственный университет (Национально исследовательский университет);Факультет педагогического образования;2;625;20;Челябинск
Белосельская;Ермек;Самарский государственный университет;Международно-правовой факультет;1;117;24;Самара
Байбулатов;Христофор;Российский государственный педагогический университет имени А. И. Герцена;Факультет наук о материалах;4;544;23;Санкт-Петербург
Ванюхина;Двейра;Казанский государственный медицинский университет Министерства здравоохранения РФ;Факультет педагогического образования;1;915;20;Казань
Долина;Йолопуки;Уральский государственный юридический университет;Химический факультет;6;767;25;Екатеринбург
Джанноладов;Амилинн;Воронежский государственный медицинский университет имени Н.Н. Бурденко Министерства здравоохранения РФ;Факультет прикладной экономики и коммерции;3;537;24;Воронеж
Булганников;Альваро;Российский национальный исследовательский медицинский университет им. Н. И. Пирогова;Факультет лингвистики и межкультурной коммуникации;2;522;26;Москва
Емцов;Изолодия;Национальный исследовательский университет ?Высшая школа экономики?;Факультет государственного управления;2;325;25;Москва
Ганузин;Дулкын;Уральский федеральный университет имени первого Президента России Б.Н. Ельцина;Высшая школа современных социальных наук (факультет);3;331;25;Екатеринбург
Вертунцова;Эббени;Московский государственный институт международных отношений (университет) МИД РФ;Факультет Международных отношений;1;116;18;Москва
Вахрунина;Владимер;Российский государственный университет им. Косыгина;Физический факультет;1;913;19;Москва
Бронивецкая;Преслав;Московский государственный технический университет гражданской авиации (МГТУ ГА);Высшая школа культурной политики и управления в гуманитарной сфере (факультет);1;612;22;Москва
Бершадская;Гулден;Санкт-Петербургский гос. электротехнический университет ?ЛЭТИ? имени В.И. Ульянова (Ленина);Факультет космических исследований;1;816;18;Санкт-Петербург
Авзалетдинов;Романина;Государственный университет ?Дубна?;Факультет иностранных языков и регионоведения;2;226;18;Дубна
Злотина;Говик;Белгородский государственный технологический университет имени В.Г. Шухова;Факультет биоинженерии и биоинформатики;3;336;26;Белгород
Бугарова;Айхуа;Томский государственный педагогический университет;Факультет Международных отношений;6;361;19;Томск
Глиберман;Астанда;Московский государственный лингвистический университет;Школа бизнеса и международных компетенций;6;366;24;Москва
Баденский;Арминэ;Уральский федеральный университет имени первого Президента России Б.Н. Ельцина;Факультет прикладной экономики и коммерции;3;431;19;Екатеринбург
Бражковская;Наля;Ставропольский государственный аграрный университет;Факультет фундаментальной физико?химической инженерии;5;957;26;Ставрополь
Бадр;Абдрауф;Национальный исследовательский университет ?МЭИ?;Факультет космических исследований;2;521;26;Москва
Дрогицкая;Квитания;Белгородский государственный технологический университет имени В.Г. Шухова;Физический факультет;6;862;20;Белгород
Зоря;Евстрохий;Волгоградский государственный университет;Факультет искусств;1;914;19;Волгоград
Драль;Даниела;Казанский (Приволжский) федеральный университет;Европейский учебный институт;4;745;19;Казань
Беинева;Гамалина;Национальный исследовательский Томский государственный университет;Факультет наук о материалах;6;763;19;Томск
Возженикова;Абазер;Казанский национальный исследовательский технический университет имени А.Н. Туполева-КАИ;Московская школа экономики (факультет);4;847;21;Казань
Верновская;Хуанпабло;Уральский федеральный университет имени первого Президента России Б.Н. Ельцина;Факультет Международных экономических отношений;3;834;18;Екатеринбург
Авдошина;Тибалл;Воронежский государственный архитектурно-строительный университет;Факультет довузовской подготовки;1;614;19;Воронеж
Завалищенко;Екулина;Нижегородский государственный университет имени Н.И. Лобачевского.;Факультет Международных экономических отношений;6;164;23;Нижний Новгород
Девонинская;Арифулл;Российский университет дружбы народов;Факультет журналистики;3;131;18;Москва
Банковский;Шани;Уральский государственный медицинский университет Министерства здравоохранения РФ;Европейский учебный институт;3;635;18;Екатеринбург
Деменков;Стратия;Московский государственный институт международных отношений (университет) МИД РФ;Mеханико?математический факультет;3;136;21;Москва
Беркольцев;Белем;Сибирский федеральный университет;Факультет искусств;4;541;26;Красноярск
Булавченков;Вагаршак;Сибирский государственный медицинский университет Министерства здравоохранения РФ;Факультет прикладной экономики и коммерции;3;336;22;Томск
Васендин;Алосат;Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова;Факультет педагогического образования;4;946;25;Новочеркасск
Джаппуев;Рафгат;Российский университет дружбы народов;Биотехнологический факультет;1;411;23;Москва
Бекенина;Рузиля;Национальный исследовательский университет ?Высшая школа экономики?;Физический факультет;3;432;21;Москва
Гомацкий;Резия;Северо-Восточный федеральный университет им. М. К. Аммосова;Факультет управления и политики;4;744;18;Якутск
Будахина;Авлевтина;Российский государственный университет нефти и газа (национальный исследовательский университет) им. И. М. Губкина;Исторический факультет;4;947;26;Москва
Антамохина;Уитти;Национальный минерально-сырьевой университет ?Горный?;Факультет наук о материалах;6;666;26;Санкт-Петербург
Алеканов;Мальда;Балтийский федеральный университет им. Иммануила Канта;Факультет психологии;2;327;21;Калининград
Журиленко;Аполиндрия;Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова;Филологический факультет;3;833;22;Новочеркасск
Глазунова;Маэлуфа;Кубанский государственный технологический университет;Факультет прикладной экономики и коммерции;2;724;21;Краснодар
Вихристенко;Баиан;Уральский государственный медицинский университет Министерства здравоохранения РФ;Географический факультет;5;656;23;Екатеринбург
Елис;Алтермах;Российский университет дружбы народов;Факультет биоинженерии и биоинформатики;2;127;22;Москва
Емилев;Ильтимер;Воронежский государственный архитектурно-строительный университет;Факультет психологии;1;317;24;Воронеж
Заслужный;Антоська;Пермский национальный исследовательский политехнический университет;Юридический факультет;1;811;23;Пермь
Акянов;Филофания;Южно-Уральский государственный университет (Национально исследовательский университет);Юридический факультет;6;663;21;Челябинск
Гарипзянов;Ондрей;Воронежский государственный университет;Факультет управления и политики;4;846;23;Воронеж
Джибилов;Загретдин;Российский государственный университет им. Косыгина;Факультет управления и политики;1;917;25;Москва
Вахлова;Аргус;Воронежский государственный медицинский университет имени Н.Н. Бурденко Министерства здравоохранения РФ;Высшая школа телевидения (факультет);1;913;26;Воронеж
Бизянин;Лерой;Новосибирский государственный технический университет;Факультет политологии;1;417;26;Новосибирск
Алейкин;Шиа;Национальный исследовательский технологический университет ?МИСиС?;Факультет государственного управления;5;153;26;Москва
Адигезалова;Гюльдесте;Уральский государственный университет путей сообщения;Высшая школа инновационного бизнеса (факультет);1;914;22;Екатеринбург
Гербеева;Анчелин;Ставропольский государственный аграрный университет;Высшая школа управления и инноваций (факультет);1;915;20;Ставрополь
Баляшина;Иустельян;Сибирский федеральный университет;Высшая школа культурной политики и управления в гуманитарной сфере (факультет);4;541;20;Красноярск
Галлянова;Жулья;Сибирский государственный аэрокосмический университет имени академика М.Ф. Решетнева;Факультет политологии;4;147;24;Красноярск
Артомонов;Витезслав;Московский технический университет связи и информатики;Московская школа экономики (факультет);5;754;20;Москва
Жендубаева;Лидара;Национальный исследовательский Московский государственный строительный университет;Факультет Международных экономических отношений;1;317;21;Москва
Дюсаканов;Родомир;Казанский государственный медицинский университет Министерства здравоохранения РФ;Институт международных отношений и управления (School of Government and International Affairs);5;154;26;Казань
Баушина;Исроил;Самарский государственный медицинский университет Министерства здравоохранения РФ;Международно-правовой факультет;2;821;23;Самара
Гайдов;Ненси;Национальный исследовательский Томский политехнический университет;Высшая школа перевода (факультет);3;831;18;Томск
Гнидчина;Пиритта;Волгоградский государственный медицинский университет Министерства здравоохранения РФ;Факультет управления и политики;2;222;25;Волгоград
Зерина;Маделина;Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики;Высшая школа государственного аудита (факультет);4;445;20;Санкт-Петербург
Аргентова;Материй;Российский государственный университет им. Косыгина;Факультет иностранных языков и регионоведения;6;663;23;Москва
Баршай;Еврист;Московский физико-технический институт (государственный университет);Международный институт энергетической политики и дипломатии;2;423;19;Москва
Друппова;Ализ;Сибирский государственный аэрокосмический университет имени академика М.Ф. Решетнева;Факультет биоинженерии и биоинформатики;6;561;25;Красноярск
Авадиева;Маноя;Нижегородский государственный технический университет имени Р.Е. Алексеева;Биотехнологический факультет;5;956;19;Нижний Новгород
